head	relation	tail
Levothyroxine	binds	TTR
Zinc sulfate, unspecified form	binds	ENO1
Atazanavir	binds	ORM1
Ferrous gluconate	binds	FTH1
Tolbutamide	binds	ALB
Zinc acetate	binds	TUFM
Zinc sulfate, unspecified form	binds	MT3
Zinc acetate	binds	HBA1
Tirzepatide	binds	ALB
Phenobarbital	binds	GABRA1
Aripiprazole	binds	ADRB2
Interferon alfa-2b	binds	IFNAR2
Futibatinib	binds	ORM1
Dasatinib	binds	MAPK14
Clonidine	binds	ALB
Doxepin	binds	HRH4
Calcium citrate	binds	S100A13
Macitentan	binds	ORM1
Cyanocobalamin	binds	cobU
Aripiprazole	binds	HTR1B
Sodium phosphate, monobasic, unspecified form	binds	SLC20A1
Estradiol cypionate	binds	SLC22A8
Amitriptyline	binds	HTR1D
Orphenadrine	binds	ALB
Oxprenolol	binds	ADRB3
Imatinib	binds	MCL1
Canagliflozin	binds	ABCG2
Calcium citrate	binds	CIB2
Flavin mononucleotide	binds	cmoJ
Estrone	binds	CYP19A1
Flavin adenine dinucleotide	binds	POR
Mepyramine	binds	SLC22A4
Midazolam	binds	ORM1
Tepotinib	binds	ORM1
Metoclopramide	binds	ORM1
Hydromorphone	binds	ALB
Mitotane	binds	ESR1
Midazolam	binds	ALB
Raloxifene	binds	ORM1
Flavin adenine dinucleotide	binds	pheA2
Dextromethorphan	binds	OPRM1
Zinc acetate	binds	MDM2
Aripiprazole	binds	DRD1
Dextrothyroxine	binds	SLCO1B1
Ketamine	binds	OPRD1
Omega-3-carboxylic acids	binds	PCTP
Dasatinib	binds	ABL2
Flavin adenine dinucleotide	binds	DAO
Zinc	binds	ORM2
Zinc acetate	binds	MMP9
Vitamin E	binds	PRKCA
Trifluridine	binds	ALB
Indapamide	binds	KCNQ1
Acetylsalicylic acid	binds	PCNA
Potassium chloride	binds	SLC12A2
Zinc sulfate, unspecified form	binds	APOA1
Zinc acetate	binds	S100A7
Zinc	binds	KRT16
Ivacaftor	binds	ALB
Rifamycin	binds	rpoA
Nafcillin	binds	ALB
Desipramine	binds	ORM1
Nadroparin	binds	SERPINC1
Zinc acetate	binds	MT2A
Iron	binds	FTH1
Sodium phosphate, dibasic	binds	SLC34A2
Zinc acetate	binds	SELENOP
Calcium citrate	binds	NCS1
Prazosin	binds	ADRA2A
Sapropterin	binds	NOS3
Ramelteon	binds	MTNR1A
Acepromazine	binds	ALB
Trimipramine	binds	ADRB1
Terbinafine	binds	ALB
Cabotegravir	binds	ALB
Calcium citrate	binds	CASQ2
Hydroxychloroquine	binds	ALB
Zinc	binds	APOBR
Zinc	binds	PSPH
Calcium citrate	binds	TPT1
Zinc acetate	binds	JCHAIN
Doxylamine	binds	NR1I3
Nabumetone	binds	ALB
Cyanocobalamin	binds	MMUT
Zinc	binds	IGKV3-20
Atorvastatin	binds	ALB
Liothyronine	binds	SLC7A5
Vericiguat	binds	ALB
Belumosudil	binds	ALB
Zinc	binds	CFB
Terfenadine	binds	CHRM4
Fludiazepam	binds	GABRE
Flavin adenine dinucleotide	binds	fccA
Ingenol mebutate	binds	PRKCA
Biotin	binds	MCCC2
Argatroban	binds	ALB
Lefamulin	binds	rplV
Acetylsalicylic acid	binds	CASP1
Butabarbital	binds	ALB
Zinc	binds	SIVA1
Amoxapine	binds	SLC6A3
Thalidomide	binds	ORM1
Vinblastine	binds	TUBD1
Telotristat ethyl	binds	ABCG2
Vandetanib	binds	ORM1
Flavin adenine dinucleotide	binds	ACOX1
Ertugliflozin	binds	ALB
Aripiprazole	binds	HTR1D
Trimipramine	binds	HTR3A
Thiopental	binds	GABRA3
Drotrecogin alfa	binds	F2
Solriamfetol	binds	SLC22A2
Zinc	binds	C1R
Brentuximab vedotin	binds	TNFRSF8
Zinc sulfate, unspecified form	binds	ASPA
Sodium lauryl sulfate	binds	ALB
Zinc	binds	APOA1
Zinc sulfate, unspecified form	binds	FGA
Zinc sulfate, unspecified form	binds	P4HB
Vitamin E	binds	PPP2CA
Clobazam	binds	GABRA1
Astemizole	binds	KCNH1
Aripiprazole	binds	OPRM1
Loxapine	binds	DRD1
Cephalexin	binds	ALB
Zinc	binds	MPG
Alteplase	binds	FGG
Mitotane	binds	SHBG
Vadadustat	binds	HIF1A
Thiothixene	binds	ALB
Eplontersen	binds	TTR
Fenofibric acid	binds	MMP25
Primidone	binds	GABRA6
Irbesartan	binds	JUN
Tafamidis	binds	TTR
Cysteamine	binds	NPY2R
Vonoprazan	binds	ORM1
Potassium chloride	binds	SLC12A5
Capecitabine	binds	CYP2C9
Ascorbic acid	binds	PLOD1
Ferrous ascorbate	binds	TFRC
Glyburide	binds	ALB
Memantine	binds	GRIN1
Adenosine	binds	ALB
Quetiapine	binds	CHRM4
Biotin	binds	PC
Dronedarone	binds	ALB
Chlorpromazine	binds	HRH4
Dexamethasone	binds	NR0B1
Estradiol cypionate	binds	BECN1
Butalbital	binds	GABRA1
Zinc sulfate, unspecified form	binds	FN1
Budesonide	binds	ALB
Testosterone undecanoate	binds	SHBG
Prednisolone phosphate	binds	SERPINA6
Acenocoumarol	binds	ALB
Progesterone	binds	ESR2
Zinc	binds	FGA
Relugolix	binds	ORM1
Ferrous ascorbate	binds	NEIL1
Lacosamide	binds	SCN3A
Hydroxyurea	binds	SLCO1B3
Enoxaparin	binds	SERPINC1
Cannabidiol	binds	GLRA3
Flavin adenine dinucleotide	binds	IL4I1
GW-813893	binds	F2
Zinc	binds	MDM2
Cyanocobalamin	binds	MMAA
Docetaxel	binds	CYP1B1
Ferrous ascorbate	binds	FTH1
Alitretinoin	binds	CYP26C1
Pitolisant	binds	ORM1
Flavin adenine dinucleotide	binds	soxA
Tolmetin	binds	ALB
Olaparib	binds	ALB
Loxapine	binds	HTR1D
Levocarnitine	binds	MPO
Drospirenone	binds	NR3C1
Calcium citrate	binds	S100B
Vanzacaftor	binds	ALB
Levocarnitine	binds	CES1
Quetiapine	binds	CYP3A7
Ferrous gluconate	binds	CP
Ascorbic acid	binds	BBOX1
Chromium nicotinate	binds	CYB5A
Ibritumomab tiuxetan	binds	MS4A1
Zinc	binds	IGKV1-17
Chromium nicotinate	binds	TF
Cholic Acid	binds	NR1H4
Cholic Acid	binds	COX6A2
Zinc	binds	SERPINA4
Amineptine	binds	SLC6A2
Primidone	binds	GABRA4
Ferrous fumarate	binds	NEIL2
Zinc acetate	binds	S100A8
Estradiol acetate	binds	BECN1
Vitamin E	binds	DGKA
Levocetirizine	binds	ALB
Cabergoline	binds	ADRB1
Primidone	binds	GABRA1
Itraconazole	binds	ALB
Iron	binds	POLB
Zinc acetate	binds	C1QB
Lactulose	binds	ebgA
Meclizine	binds	ALB
Memantine	binds	SLC9A1
Fludiazepam	binds	GABRB2
Pramipexole	binds	SLC22A3
Disopyramide	binds	ORM2
Pipotiazine	binds	ALB
Estradiol cypionate	binds	SLCO4A1
Coumarin	binds	CYP2A6
Adenosine	binds	SLC28A3
Diazepam	binds	ALB
Sulopenem etzadroxil	binds	mrdA
Enalapril	binds	ALB
Tenofovir alafenamide	binds	ALB
Zinc	binds	MMP9
Zinc acetate	binds	IGLV3-21
Maprotiline	binds	HTR2A
Zinc	binds	INS
Sulfamethizole	binds	ALB
Zinc	binds	ITIH1
Zinc	binds	APCS
Flavin adenine dinucleotide	binds	GCDH
Prednisolone acetate	binds	SERPINA6
Zinc acetate	binds	F12
Loxapine	binds	ADRA2C
Zinc	binds	C5
Sodium phosphate, monobasic, unspecified form	binds	SLC20A2
Zinc sulfate, unspecified form	binds	MPG
Midazolam	binds	GABRA1
Loxapine	binds	CHRM3
Flecainide	binds	ALB
Sertraline	binds	SLC6A2
Atropine	binds	ORM1
Simeprevir	binds	ALB
Selumetinib	binds	ALB
Zinc	binds	SOD1
Captopril	binds	ALB
Amitriptyline	binds	ORM1
Zinc	binds	SHBG
Dutasteride	binds	ORM1
Protein S human	binds	PROC
Zinc sulfate, unspecified form	binds	GAPDHS
Valproic acid	binds	ALB
Fosphenytoin	binds	ALB
Zinc acetate	binds	HDAC4
Oxyphenbutazone	binds	ALB
Zinc	binds	APLP1
Olsalazine	binds	SLC22A6
Lercanidipine	binds	CACNA2D1
Sulopenem etzadroxil	binds	dacC
Zinc	binds	S100A8
Mecasermin	binds	IGFBP3
Mecasermin	binds	IGFBP1
Pseudoephedrine	binds	DRD2
Aripiprazole	binds	CHRM4
Flavin adenine dinucleotide	binds	thyX
Ferrous ascorbate	binds	NEIL2
Lacosamide	binds	SCN10A
Vitamin E	binds	SEC14L3
Zolmitriptan	binds	ABCB1
Sodium phosphate, dibasic	binds	SLC20A1
Loxapine	binds	HTR3A
Sapropterin	binds	TH
Carbinoxamine	binds	ORM1
Zinc acetate	binds	IDE
Nortriptyline	binds	ALB
Progesterone	binds	SHBG
Nintedanib	binds	ABCG2
Zinc acetate	binds	IGHM
Estradiol acetate	binds	NCOA2
Drotrecogin alfa	binds	THBD
Zinc sulfate, unspecified form	binds	APP
Binimetinib	binds	ALB
Pemetrexed	binds	ABCC5
Mecasermin	binds	IGFBP4
Cholic Acid	binds	GPBAR1
Reserpine	binds	BIRC5
Diazepam	binds	GABRA1
Gliclazide	binds	ABCC8
Estradiol cypionate	binds	SHBG
Cloxacillin	binds	ALB
Rosuvastatin	binds	SLC10A1
Pretomanid	binds	inhA
Glasdegib	binds	ALB
Zinc acetate	binds	APOE
Zinc	binds	C1S
Levocarnitine	binds	SLC22A5
Zinc acetate	binds	C8G
Cortisone acetate	binds	ALB
Vadadustat	binds	EPAS1
Cocarboxylase	binds	mdlC
Methylprednisolone	binds	HSD11B1
Metoprolol	binds	ALB
Thiopental	binds	GABRA5
Primaquine	binds	KRT7
Doxepin	binds	HTR6
Zinc acetate	binds	SHBG
Zinc sulfate, unspecified form	binds	CPE
Estetrol	binds	ESR1
Conjugated estrogens	binds	ALB
Estradiol cypionate	binds	FABP2
Tetraferric tricitrate decahydrate	binds	ITGB3
Vitamin E	binds	ALOX5
Zinc acetate	binds	A1BG
Estradiol acetate	binds	ALB
Cholic Acid	binds	COX5A
Maribavir	binds	ALB
Pretomanid	binds	fas
Oxyphenbutazone	binds	PLA2G2E
Flavin adenine dinucleotide	binds	ACADS
Oxytetracycline	binds	ALB
Flavin mononucleotide	binds	nrdI
Didanosine	binds	ALB
Midodrine	binds	SLC15A1
Cisplatin	binds	A2M
Ticagrelor	binds	ALB
Alitretinoin	binds	PSG5
Zinc acetate	binds	KRT10
Lumefantrine	binds	ATP1A1
Fenofibric acid	binds	PPARD
Flavin adenine dinucleotide	binds	nadB
Niraparib	binds	ALB
Flavin adenine dinucleotide	binds	npr
Ciprofloxacin	binds	ALB
Aripiprazole	binds	OPRD1
Zinc acetate	binds	PARP1
Labetalol	binds	ABCB5
Meperidine	binds	CES1
Levocarnitine	binds	XDH
Propranolol	binds	ALB
Amitriptyline	binds	HRH4
Glycopyrronium	binds	ORM1
Fentanyl	binds	ORM1
Cholic Acid	binds	COX7A1
Chlorpropamide	binds	KCNJ10
Estradiol valerate	binds	SLCO4A1
Flavin adenine dinucleotide	binds	fkbI
Trimetazidine	binds	ALB
Cyanocobalamin	binds	MMACHC
Olanzapine	binds	ORM1
Rifampin	binds	ORM1
Zinc acetate	binds	ITIH4
Thioproperazine	binds	ALB
Escitalopram	binds	SLC6A4
Amoxapine	binds	HRH4
Fludiazepam	binds	GABRG2
Amobarbital	binds	GABRA1
Galcanezumab	binds	CALCB
Furosemide	binds	SERPINA7
Zinc sulfate, unspecified form	binds	TF
Zinc	binds	APOA4
Zinc sulfate, unspecified form	binds	HDAC8
Zinc acetate	binds	TTR
Solriamfetol	binds	SLC6A3
Zinc acetate	binds	PGLYRP2
Clobazam	binds	ALB
Oxybutynin	binds	ALB
Maprotiline	binds	HTR2C
Cefotetan	binds	ALB
Zinc acetate	binds	C1R
Ferrous gluconate	binds	NEIL2
Quetiapine	binds	HTR3A
Zinc acetate	binds	IGKV1-17
Lacosamide	binds	SCN9A
Acetylsalicylic acid	binds	TNFAIP6
Apomorphine	binds	ALB
Diclofenac	binds	TTR
Flavin mononucleotide	binds	azr
Zinc sulfate, unspecified form	binds	SIVA1
Sodium phosphate, dibasic	binds	SLC20A2
Zinc sulfate, unspecified form	binds	MMP9
Prazepam	binds	GABRA1
Zinc	binds	APOL1
Zinc	binds	HRNR
Zinc	binds	KLKB1
Flavin adenine dinucleotide	binds	xecC
Bedaquiline	binds	ALB
Zinc sulfate, unspecified form	binds	PGLYRP2
Ascorbic acid	binds	P3H2
Mecasermin rinfabate	binds	INSR
Darolutamide	binds	ALB
Sepiapterin	binds	PAH
Zinc acetate	binds	CLU
Estradiol valerate	binds	SLC22A8
Acyclovir	binds	ALB
Methotrexate	binds	ALB
Ascorbic acid	binds	P3H1
Voclosporin	binds	CAMLG
Cholic Acid	binds	MT-CO2
Cabazitaxel	binds	VLDLR
Zinc sulfate, unspecified form	binds	CPN1
Prednisolone acetate	binds	ALB
Warfarin	binds	ALB
Mirabegron	binds	ORM1
Ascorbic acid	binds	EGLN3
Tamoxifen	binds	ESRRG
Osimertinib	binds	EGFR
Esketamine	binds	NTRK2
Mycophenolic acid	binds	ALB
Zinc acetate	binds	MT3
Dextrothyroxine	binds	SLCO4A1
Flavin adenine dinucleotide	binds	m-6
Probenecid	binds	ALB
Memantine	binds	SLC47A1
Quinidine	binds	ORM1
Zinc	binds	ESR1
Zinc acetate	binds	IGHA1
Zinc sulfate, unspecified form	binds	PZP
Flavin adenine dinucleotide	binds	GFER
Acetylsalicylic acid	binds	HSPA5
Estradiol acetate	binds	SHBG
Quinidine	binds	ALB
Zinc acetate	binds	GAPDHS
Ferrous gluconate	binds	TF
Tretinoin	binds	PDK4
Ketoconazole	binds	AR
Aripiprazole	binds	OPRK1
Terfenadine	binds	ORM1
Lutein	binds	ALB
Cholic Acid	binds	FABP6
Aripiprazole	binds	ADRA2B
Cocarboxylase	binds	aceE
Valproic acid	binds	CD274
Ethinylestradiol	binds	UGT1A3
Terfenadine	binds	CHRM1
Diosmin	binds	SLCO1B3
Phenoxymethylpenicillin	binds	SLC15A1
Chlorambucil	binds	SLCO1A2
Flavin adenine dinucleotide	binds	pamO
Loxapine	binds	CHRM1
Nifurtimox	binds	ALB
Amobarbital	binds	GABRA5
Ferrous ascorbate	binds	FXN
Sodium bicarbonate	binds	KCND3
Estazolam	binds	GABRA1
Cocarboxylase	binds	ipdC
Canakinumab	binds	IL1B
Aripiprazole	binds	GRIN1
Zinc	binds	DAND5
Calcium citrate	binds	S100A16
Zinc	binds	JUP
Nirogacestat	binds	ALB
Benzatropine	binds	ALB
Estradiol acetate	binds	NR1I2
Flavin mononucleotide	binds	fadH
Vitamin E	binds	SEC14L4
Indomethacin	binds	ALB
Gemfibrozil	binds	ALB
Alitretinoin	binds	IGFBP3
Ardeparin	binds	SERPINC1
Nortriptyline	binds	HTR2C
Zinc acetate	binds	KRT1
Zidovudine	binds	FLT3
Zinc	binds	MGMT
Lithium carbonate	binds	IMPA2
Calcium citrate	binds	NUCB2
Calcium citrate	binds	GCA
Chloroquine	binds	ALB
Zinc sulfate, unspecified form	binds	S100A2
Estrone	binds	SHBG
Loxapine	binds	DRD5
Butalbital	binds	GABRA2
Fludiazepam	binds	GABRP
Estrone	binds	ALB
Amphetamine	binds	DRD2
Propranolol	binds	HTR1B
Istradefylline	binds	ORM1
Cholic Acid	binds	FABP1
Ubidecarenone	binds	NDUFV3
Flavin mononucleotide	binds	morB
Flavin adenine dinucleotide	binds	petH
Zinc	binds	HBB
Flavin adenine dinucleotide	binds	fadH
Olanzapine	binds	ALB
Dextrothyroxine	binds	SLC7A5
Ferrous gluconate	binds	NEIL1
Drotrecogin alfa	binds	PF4
Rifabutin	binds	HSP90B1
Ziprasidone	binds	CHRNA7
Estradiol valerate	binds	ESRRG
Astemizole	binds	MAPT
Memantine	binds	GABRA1
Desipramine	binds	ADRA2A
Cefoperazone	binds	ALB
Iron	binds	EGLN1
Felodipine	binds	CALM1
Acetaminophen	binds	ALB
Ferrous gluconate	binds	FEN1
Cyanocobalamin	binds	MTRR
Zinc	binds	EEF1A1
Vitamin E	binds	PPP2CB
Ubidecarenone	binds	SDHA
Atomoxetine	binds	ORM1
Desipramine	binds	DRD2
Ferrous fumarate	binds	EGLN1
Moxidectin	binds	GluClX
Estradiol acetate	binds	CHRNA4
Secobarbital	binds	GABRA3
Calcium citrate	binds	FBN2
Flavin mononucleotide	binds	roo
Probucol	binds	CES1
Cholic Acid	binds	COX6C
Loxapine	binds	CHRM5
Zinc acetate	binds	GSN
Zalcitabine	binds	ALB
Primidone	binds	GABRA2
Lansoprazole	binds	SLC22A3
Zinc sulfate, unspecified form	binds	PRDX1
Tropisetron	binds	ERBB2
Nicardipine	binds	CALM1
Abciximab	binds	FCGR2B
Butalbital	binds	GABRA6
Dasatinib	binds	HSPA8
Losartan	binds	EPOR
Prednisolone phosphate	binds	ANXA1
Hydroxyurea	binds	ALB
Zinc	binds	PGLYRP2
Repaglinide	binds	ABCC9
Loxapine	binds	HTR1A
Flavin mononucleotide	binds	fldA
Zinc acetate	binds	PRDX1
Zinc sulfate, unspecified form	binds	JCHAIN
Cholic Acid	binds	COX5B
Stavudine	binds	SLC28A1
Vericiguat	binds	GUCY1B1
Diamorphine	binds	CES1
Zinc sulfate, unspecified form	binds	PARP1
Zinc	binds	KRT9
Istradefylline	binds	ALB
Zinc	binds	HDAC1
Ferrous fumarate	binds	HDAC8
Amitriptyline	binds	KCNH2
Lovastatin	binds	SLCO2B1
Flavin adenine dinucleotide	binds	hmp
Zidovudine	binds	SLC22A2
Vandetanib	binds	ALB
Methadone	binds	ORM1
Remimazolam	binds	ALB
Guanfacine	binds	ADRA2B
Quetiapine	binds	HTR7
Zidovudine	binds	SLC29A2
Amiodarone	binds	ADRB1
Flavin mononucleotide	binds	frp
Fludiazepam	binds	GABRB1
Dexamethasone	binds	ALB
Lithium carbonate	binds	SCNN1A
Artemether	binds	ATP1A1
Ascorbic acid	binds	OGFOD2
Meperidine	binds	ALB
Zinc acetate	binds	ASPA
Zinc sulfate, unspecified form	binds	MT1A
Estradiol acetate	binds	GPER1
Zinc acetate	binds	VTN
Interferon alfa-2a	binds	IFNAR1
Doxepin	binds	ORM1
Heparin	binds	FGFR4
Calcium citrate	binds	NUCB1
Zinc acetate	binds	AGT
Propranolol	binds	HTR1A
Ibrexafungerp	binds	ALB
Zinc acetate	binds	SIVA1
Ascorbic acid	binds	PLOD3
Zinc sulfate, unspecified form	binds	SEMG1
Ergotamine	binds	ADRA2C
Didanosine	binds	SLC29A2
Insulin degludec	binds	ALB
Tinzaparin	binds	SERPINC1
Doxepin	binds	ALB
Cyproterone acetate	binds	KLK3
Flurazepam	binds	GABRA1
Zinc	binds	KRT1
Vismodegib	binds	ALB
Dyclonine	binds	SCN5A
Zinc acetate	binds	GLRA1
Meprobamate	binds	PRKCE
Sulopenem etzadroxil	binds	dacA
Felodipine	binds	TNNC2
Relugolix	binds	CYP2B6
Zinc acetate	binds	F2
Fludiazepam	binds	GABRR2
Desipramine	binds	HTR2C
Zinc acetate	binds	CPE
Nilvadipine	binds	CACNA1C
Zinc acetate	binds	ORM2
Sodium phosphate, dibasic	binds	SLC34A3
Lithium carbonate	binds	GSK3B
Quetiapine	binds	CHRM5
Sapropterin	binds	TPH1
Ferrous ascorbate	binds	FEN1
Zinc acetate	binds	C1S
Ripretinib	binds	ALB
Zinc acetate	binds	SERPINA6
Argatroban	binds	ORM1
Zinc	binds	HPR
Raloxifene	binds	ALB
Saquinavir	binds	ORM1
Apalutamide	binds	ALB
Flavin mononucleotide	binds	onr
Ketazolam	binds	ALB
Felodipine	binds	TNNC1
Sapropterin	binds	PAH
Bromazepam	binds	GABRA1
Mecasermin	binds	IGF1
Zinc	binds	MT1A
Heparin	binds	SERPINC1
Alfacalcidol	binds	RXRA
Tamsulosin	binds	ORM1
Zinc	binds	TP53
Iron	binds	HDAC8
Mitotane	binds	SERPINA6
Flavin mononucleotide	binds	nfsA
Loxapine	binds	HTR7
Tinzaparin	binds	CXCL12
Iron	binds	AHSP
Cocarboxylase	binds	budB
Crizotinib	binds	ORM1
Isoniazid	binds	inhA
Flavin adenine dinucleotide	binds	putA
Ferric cation	binds	CALR
Amoxicillin	binds	ALB
Flavin adenine dinucleotide	binds	mrsD
Sirolimus	binds	ALB
Estradiol valerate	binds	BECN1
Topiramate	binds	ALB
Chlordiazepoxide	binds	GABRA1
Zinc acetate	binds	EEF1A1
Amitriptyline	binds	HTR1B
Etonogestrel	binds	ALB
Ferulic acid	binds	xynZ
Zinc	binds	SERPINA6
Zinc sulfate, unspecified form	binds	PSPH
Ketazolam	binds	GABRA1
Mecasermin	binds	IGFBP5
Zinc sulfate, unspecified form	binds	SELENOP
Cabazitaxel	binds	GPIHBP1
Ascorbic acid	binds	KDM5D
Zinc	binds	APOE
Ethinylestradiol	binds	ALB
Flavin adenine dinucleotide	binds	CYB5R3
Vitamin E	binds	PLTP
Chlorcyclizine	binds	ALB
Thiothixene	binds	SLC22A1
Zinc	binds	MT3
Alprazolam	binds	GABRA1
Cholic Acid	binds	COX7B
Zopiclone	binds	GABRA3
Zinc	binds	ASPA
Zinc	binds	IGHM
Doxycycline	binds	ALB
Zinc acetate	binds	C1QC
Galcanezumab	binds	CALCA
Fludiazepam	binds	GABRD
Prednisolone phosphate	binds	ALB
Nevirapine	binds	ALB
Oxazepam	binds	GABRA1
Piroxicam	binds	ALB
Octreotide	binds	ALB
Ibuprofen	binds	ALB
Nateglinide	binds	ALB
Naloxone	binds	CES1
Cyclosporine	binds	PPIF
Calcium citrate	binds	S100A6
Ferrous ascorbate	binds	HDAC8
Alprazolam	binds	ORM1
Lamotrigine	binds	SCN11A
Calcium citrate	binds	CALR3
Rilpivirine	binds	ALB
Secobarbital	binds	GABRA5
Zinc acetate	binds	TP53
Quinapril	binds	ALB
Zinc acetate	binds	HDAC8
Montelukast	binds	ALOX5
Zinc acetate	binds	MGMT
Paroxetine	binds	DRD1
Stavudine	binds	ALB
Abiraterone	binds	ALB
Clorazepic acid	binds	GABRA1
Flavin mononucleotide	binds	aroC
Estradiol acetate	binds	SLC22A8
Niacin	binds	QPRT
Flavin mononucleotide	binds	RPS6KA4
Acetohexamide	binds	ALB
Etodolac	binds	RXRA
Rosuvastatin	binds	SLCO1B3
Pregabalin	binds	SLC1A1
Cyanocobalamin	binds	ABCC1
Abrocitinib	binds	ALB
Pemetrexed	binds	ALB
Ferrous ascorbate	binds	EGLN1
Vortioxetine	binds	SLC6A2
Loxapine	binds	HRH1
Levocarnitine	binds	SLC25A20
Zinc acetate	binds	UTRN
Exenatide	binds	ALB
Cabergoline	binds	ADRA1A
Brigatinib	binds	INSR
Lithium citrate	binds	IMPA1
Quetiapine	binds	HTR1B
Zinc sulfate, unspecified form	binds	ESR1
Zopiclone	binds	GABRA5
Trimipramine	binds	DRD1
Zinc	binds	SEMG1
Magnesium	binds	TRPM6
Estrone	binds	AR
Quetiapine	binds	DRD5
Ascorbic acid	binds	EGLN1
Etacrynic acid	binds	LEF1
Zinc acetate	binds	C3
Zinc acetate	binds	IL3
Clozapine	binds	SLC22A2
Zinc acetate	binds	INS
Estradiol acetate	binds	FABP2
Zinc acetate	binds	HDAC1
Fludiazepam	binds	GABRG3
Flavin adenine dinucleotide	binds	FDXR
Quetiapine	binds	DRD3
Magnesium	binds	SLC41A1
Aripiprazole	binds	ABCG2
Chloramphenicol	binds	CD55
Flavin adenine dinucleotide	binds	phrB
Enasidenib	binds	ALB
Clozapine	binds	DRD5
Aprocitentan	binds	ALB
Zinc	binds	TTR
Glycopyrronium	binds	ALB
Methionine	binds	BHMT
Lorazepam	binds	GABRA1
Levothyroxine	binds	ALB
Loxapine	binds	ADRA2B
Zinc acetate	binds	SERPINA1
Estradiol valerate	binds	SHBG
Zinc	binds	C8A
Phenytoin	binds	ALB
Warfarin	binds	ORM1
Azilsartan medoxomil	binds	ALB
Promethazine	binds	ALB
Flavin mononucleotide	binds	SGK1
Dabrafenib	binds	ALB
Ascorbic acid	binds	PLOD2
Zinc	binds	FCN3
Zinc acetate	binds	ADH1C
Phenylpropanolamine	binds	ADRA2A
Quetiapine	binds	DRD4
Estradiol valerate	binds	FABP2
Mipomersen	binds	APOB
Meloxicam	binds	ABCC4
Quetiapine	binds	HTR1E
Zinc acetate	binds	KLKB1
Loxapine	binds	SLC6A4
Flavin adenine dinucleotide	binds	fpr
Lithium carbonate	binds	SCNN1G
Zinc acetate	binds	C4BPA
Dasatinib	binds	FRK
Calcium citrate	binds	PEF1
Calcium citrate	binds	CIB1
Flavin mononucleotide	binds	epiD
Telbivudine	binds	P
Zinc sulfate, unspecified form	binds	S100A9
Meperidine	binds	SLC6A4
Valproic acid	binds	CDKN1A
Sodium phosphate, dibasic	binds	SLC34A1
Lithium citrate	binds	GSK3B
Estradiol acetate	binds	SLCO1C1
Calcium citrate	binds	RGN
Zinc	binds	KNG1
Primidone	binds	GABRA5
Cisplatin	binds	MPG
Prednisolone	binds	SERPINA6
Phenindamine	binds	ALB
Edaravone	binds	ALB
Budesonide	binds	SERPINA6
Flavin adenine dinucleotide	binds	ifcA
Spironolactone	binds	ALB
Chloroquine	binds	ORM1
Methotrexate	binds	SLCO4C1
Zinc acetate	binds	A2M
Glipizide	binds	ALB
Selumetinib	binds	ORM1
Diltiazem	binds	CACNG1
Promazine	binds	CHRM5
Ketamine	binds	OPRM1
Pretomanid	binds	efpA
Ascorbic acid	binds	EGLN2
Zinc sulfate, unspecified form	binds	S100A7
Letrozole	binds	ALB
Vitamin E	binds	SEC14L2
Calcium citrate	binds	CASQ1
Cannabidiol	binds	GPX1
Vinorelbine	binds	BCL2
Vortioxetine	binds	ADRB1
Lansoprazole	binds	SLC22A2
Potassium chloride	binds	SLC12A7
Zinc sulfate, unspecified form	binds	HDAC1
Levocarnitine	binds	CROT
Omega-3-carboxylic acids	binds	ECHS1
Verapamil	binds	SLC6A4
Desipramine	binds	CYP1A2
(R)-warfarin	binds	ALB
Flurbiprofen	binds	ALB
Maprotiline	binds	DRD2
Nitrazepam	binds	SCN1A
Zinc sulfate, unspecified form	binds	TP53
Glimepiride	binds	ABCC9
Polatuzumab vedotin	binds	CD79B
Abciximab	binds	VTN
Sirolimus	binds	SLC47A1
Dasatinib	binds	MAP3K20
Biotin	binds	PCCB
Isoniazid	binds	folA
Isoniazid	binds	ALB
Pirfenidone	binds	ALB
Flecainide	binds	ORM1
Zinc acetate	binds	SOD1
Aripiprazole	binds	ADRB1
Trimipramine	binds	CHRM1
Progesterone	binds	ORM1
Zinc	binds	KRT14
Aripiprazole	binds	CHRM2
Medroxyprogesterone acetate	binds	ALB
Ethinylestradiol	binds	SHBG
Estradiol cypionate	binds	SLCO1B3
Ferrous ascorbate	binds	AHSP
Dextroamphetamine	binds	SLC6A3
Omega-3-carboxylic acids	binds	PEBP1
